transaction_count,transaction_date,transaction_dow,transaction_year,transaction_month,transaction_quarter,transaction_week,transaction_doy,transaction_daynum,transaction_age,doy_avg,dow_avg,week_avg,month_avg,qt_avg
9115196,2013-11-09,6,2013,11,4,45,313,222,7 mons 8 days,23400032.500000000000,16582741.000000000000,21093334.916666666667,20252642.750000000000,20583008.810606060606
7040700,2013-11-10,7,2013,11,4,45,314,223,7 mons 9 days,18912005.500000000000,17050789.786666666667,21093334.916666666667,20252642.750000000000,20583008.810606060606
7598109,2013-11-12,2,2013,11,4,46,316,225,7 mons 11 days,20445981.500000000000,16805801.611111111111,21286413.222222222222,20252642.750000000000,20583008.810606060606
7037759,2013-11-13,3,2013,11,4,46,317,226,7 mons 12 days,19578950.500000000000,16523304.380281690141,21286413.222222222222,20252642.750000000000,20583008.810606060606
6543625,2013-11-15,5,2013,11,4,46,319,228,7 mons 14 days,17936742.000000000000,17438844.183098591549,21286413.222222222222,20252642.750000000000,20583008.810606060606
8155529,2013-11-16,6,2013,11,4,46,320,229,7 mons 15 days,22435530.000000000000,16582741.000000000000,21286413.222222222222,20252642.750000000000,20583008.810606060606
6851331,2013-11-18,1,2013,11,4,47,322,231,7 mons 17 days,19041838.500000000000,17280507.095890410959,20463109.916666666667,20252642.750000000000,20583008.810606060606
8681168,2013-11-19,2,2013,11,4,47,323,232,7 mons 18 days,22628785.000000000000,16805801.611111111111,20463109.916666666667,20252642.750000000000,20583008.810606060606
6643269,2013-11-20,3,2013,11,4,47,324,233,7 mons 19 days,19604388.500000000000,16523304.380281690141,20463109.916666666667,20252642.750000000000,20583008.810606060606
8263032,2013-11-21,4,2013,11,4,47,325,234,7 mons 20 days,22792314.500000000000,17245438.069444444444,20463109.916666666667,20252642.750000000000,20583008.810606060606
6662704,2013-11-22,5,2013,11,4,47,326,235,7 mons 21 days,19207097.000000000000,17438844.183098591549,20463109.916666666667,20252642.750000000000,20583008.810606060606
6743690,2013-11-23,6,2013,11,4,47,327,236,7 mons 22 days,19504236.000000000000,16582741.000000000000,20463109.916666666667,20252642.750000000000,20583008.810606060606
6797816,2013-11-25,1,2013,11,4,48,329,238,7 mons 24 days,19740920.500000000000,17280507.095890410959,17485739.142857142857,20252642.750000000000,20583008.810606060606
7139845,2013-11-26,2,2013,11,4,48,330,239,7 mons 25 days,20378256.500000000000,16805801.611111111111,17485739.142857142857,20252642.750000000000,20583008.810606060606
5639609,2013-11-28,4,2013,11,4,48,332,241,7 mons 27 days,16758665.000000000000,17245438.069444444444,17485739.142857142857,20252642.750000000000,20583008.810606060606
8644490,2013-12-01,7,2013,12,4,48,335,244,8 mons,24210657.000000000000,17050789.786666666667,17485739.142857142857,23517634.522727272727,20583008.810606060606
7690238,2013-12-02,1,2013,12,4,49,336,245,8 mons 1 day,21599293.000000000000,17280507.095890410959,23777968.750000000000,23517634.522727272727,20583008.810606060606
8538038,2013-12-03,2,2013,12,4,49,337,246,8 mons 2 days,22835166.500000000000,16805801.611111111111,23777968.750000000000,23517634.522727272727,20583008.810606060606
8766934,2013-12-04,3,2013,12,4,49,338,247,8 mons 3 days,23397588.500000000000,16523304.380281690141,23777968.750000000000,23517634.522727272727,20583008.810606060606
10981708,2013-12-06,5,2013,12,4,49,340,249,8 mons 5 days,28861685.500000000000,17438844.183098591549,23777968.750000000000,23517634.522727272727,20583008.810606060606
7741515,2013-12-07,6,2013,12,4,49,341,250,8 mons 6 days,22144510.000000000000,16582741.000000000000,23777968.750000000000,23517634.522727272727,20583008.810606060606
7882314,2013-12-08,7,2013,12,4,49,342,251,8 mons 7 days,22255771.500000000000,17050789.786666666667,23777968.750000000000,23517634.522727272727,20583008.810606060606
9937178,2013-12-09,1,2013,12,4,50,343,252,8 mons 8 days,26775441.500000000000,17280507.095890410959,23482952.900000000000,23517634.522727272727,20583008.810606060606
7838284,2013-12-10,2,2013,12,4,50,344,253,8 mons 9 days,21954376.000000000000,16805801.611111111111,23482952.900000000000,23517634.522727272727,20583008.810606060606
8414629,2013-12-12,4,2013,12,4,50,346,255,8 mons 11 days,24148855.500000000000,17245438.069444444444,23482952.900000000000,23517634.522727272727,20583008.810606060606
7707333,2013-12-13,5,2013,12,4,50,347,256,8 mons 12 days,22653675.500000000000,17438844.183098591549,23482952.900000000000,23517634.522727272727,20583008.810606060606
7135603,2013-12-15,7,2013,12,4,50,349,258,8 mons 14 days,21163583.000000000000,17050789.786666666667,23482952.900000000000,23517634.522727272727,20583008.810606060606
9155914,2013-12-16,1,2013,12,4,51,350,259,8 mons 15 days,26375445.000000000000,17280507.095890410959,24355212.083333333333,23517634.522727272727,20583008.810606060606
7723606,2013-12-18,3,2013,12,4,51,352,261,8 mons 17 days,22436176.500000000000,16523304.380281690141,24355212.083333333333,23517634.522727272727,20583008.810606060606
9513185,2013-12-19,4,2013,12,4,51,353,262,8 mons 18 days,26272220.500000000000,17245438.069444444444,24355212.083333333333,23517634.522727272727,20583008.810606060606
7683653,2013-12-20,5,2013,12,4,51,354,263,8 mons 19 days,23140315.500000000000,17438844.183098591549,24355212.083333333333,23517634.522727272727,20583008.810606060606
9366428,2013-12-21,6,2013,12,4,51,355,264,8 mons 20 days,26581640.000000000000,16582741.000000000000,24355212.083333333333,23517634.522727272727,20583008.810606060606
7459387,2013-12-22,7,2013,12,4,51,356,265,8 mons 21 days,22289980.500000000000,17050789.786666666667,24355212.083333333333,23517634.522727272727,20583008.810606060606
7599972,2013-12-23,1,2013,12,4,52,357,266,8 mons 22 days,22459909.500000000000,17280507.095890410959,23744858.888888888889,23517634.522727272727,20583008.810606060606
7777137,2013-12-25,3,2013,12,4,52,359,268,8 mons 24 days,22915348.500000000000,16523304.380281690141,23744858.888888888889,23517634.522727272727,20583008.810606060606
7913360,2013-12-26,4,2013,12,4,52,360,269,8 mons 25 days,23239182.000000000000,17245438.069444444444,23744858.888888888889,23517634.522727272727,20583008.810606060606
6520212,2013-12-28,6,2013,12,4,52,362,271,8 mons 27 days,19677138.000000000000,16582741.000000000000,23744858.888888888889,23517634.522727272727,20583008.810606060606
9774561,2014-01-01,3,2014,1,1,1,1,275,9 mons,27399631.000000000000,16523304.380281690141,26191486.750000000000,26377580.522727272727,24924816.554545454545
8752037,2014-01-02,4,2014,1,1,1,2,276,9 mons 1 day,24726254.000000000000,17245438.069444444444,26191486.750000000000,26377580.522727272727,24924816.554545454545
9566433,2014-01-03,5,2014,1,1,1,3,277,9 mons 2 days,25865226.500000000000,17438844.183098591549,26191486.750000000000,26377580.522727272727,24924816.554545454545
9859147,2014-01-04,6,2014,1,1,1,4,278,9 mons 3 days,26774835.500000000000,16582741.000000000000,26191486.750000000000,26377580.522727272727,24924816.554545454545
12445360,2014-01-06,1,2014,1,1,2,6,280,9 mons 5 days,32651147.000000000000,17280507.095890410959,26039629.363636363636,26377580.522727272727,24924816.554545454545
9050744,2014-01-07,2,2014,1,1,2,7,281,9 mons 6 days,24929871.000000000000,16805801.611111111111,26039629.363636363636,26377580.522727272727,24924816.554545454545
8871513,2014-01-08,3,2014,1,1,2,8,282,9 mons 7 days,25567166.500000000000,16523304.380281690141,26039629.363636363636,26377580.522727272727,24924816.554545454545
11292604,2014-01-09,4,2014,1,1,2,9,283,9 mons 8 days,30137067.500000000000,17245438.069444444444,26039629.363636363636,26377580.522727272727,24924816.554545454545
9216610,2014-01-10,5,2014,1,1,2,10,284,9 mons 9 days,24957475.000000000000,17438844.183098591549,26039629.363636363636,26377580.522727272727,24924816.554545454545
9950469,2014-01-12,7,2014,1,1,2,12,286,9 mons 11 days,26961781.500000000000,17050789.786666666667,26039629.363636363636,26377580.522727272727,24924816.554545454545
8929221,2014-01-13,1,2014,1,1,3,13,287,9 mons 12 days,25583155.000000000000,17280507.095890410959,26066601.200000000000,26377580.522727272727,24924816.554545454545
8307992,2014-01-15,3,2014,1,1,3,15,289,9 mons 14 days,23612925.000000000000,16523304.380281690141,26066601.200000000000,26377580.522727272727,24924816.554545454545
10550906,2014-01-16,4,2014,1,1,3,16,290,9 mons 15 days,29024180.000000000000,17245438.069444444444,26066601.200000000000,26377580.522727272727,24924816.554545454545
8841764,2014-01-18,6,2014,1,1,3,18,292,9 mons 17 days,24550602.500000000000,16582741.000000000000,26066601.200000000000,26377580.522727272727,24924816.554545454545
11151193,2014-01-19,7,2014,1,1,3,19,293,9 mons 18 days,28864058.000000000000,17050789.786666666667,26066601.200000000000,26377580.522727272727,24924816.554545454545
8944522,2014-01-20,1,2014,1,1,4,20,294,9 mons 19 days,25660539.500000000000,17280507.095890410959,26349872.333333333333,26377580.522727272727,24924816.554545454545
10885834,2014-01-21,2,2014,1,1,4,21,295,9 mons 20 days,29127558.500000000000,16805801.611111111111,26349872.333333333333,26377580.522727272727,24924816.554545454545
8661164,2014-01-22,3,2014,1,1,4,22,296,9 mons 21 days,24646118.500000000000,16523304.380281690141,26349872.333333333333,26377580.522727272727,24924816.554545454545
8962467,2014-01-23,4,2014,1,1,4,23,297,9 mons 22 days,25133596.000000000000,17245438.069444444444,26349872.333333333333,26377580.522727272727,24924816.554545454545
9161092,2014-01-25,6,2014,1,1,4,25,299,9 mons 24 days,25529409.000000000000,16582741.000000000000,26349872.333333333333,26377580.522727272727,24924816.554545454545
9427102,2014-01-26,7,2014,1,1,4,26,300,9 mons 25 days,26430029.500000000000,17050789.786666666667,26349872.333333333333,26377580.522727272727,24924816.554545454545
7786064,2014-01-28,2,2014,1,1,5,28,302,9 mons 27 days,22174144.500000000000,16805801.611111111111,26499982.500000000000,26377580.522727272727,24924816.554545454545
11347886,2014-02-01,6,2014,2,1,5,32,306,10 mons,30502271.500000000000,16582741.000000000000,26499982.500000000000,29372522.454545454545,24924816.554545454545
10214106,2014-02-02,7,2014,2,1,5,33,307,10 mons 1 day,27419348.500000000000,17050789.786666666667,26499982.500000000000,29372522.454545454545,24924816.554545454545
11024357,2014-02-03,1,2014,2,1,6,34,308,10 mons 2 days,28896538.500000000000,17280507.095890410959,29941260.416666666667,29372522.454545454545,24924816.554545454545
11415499,2014-02-04,2,2014,2,1,6,35,309,10 mons 3 days,29631775.000000000000,16805801.611111111111,29941260.416666666667,29372522.454545454545,24924816.554545454545
14149476,2014-02-06,4,2014,2,1,6,37,311,10 mons 5 days,36059655.500000000000,17245438.069444444444,29941260.416666666667,29372522.454545454545,24924816.554545454545
10597059,2014-02-07,5,2014,2,1,6,38,312,10 mons 6 days,27869342.500000000000,17438844.183098591549,29941260.416666666667,29372522.454545454545,24924816.554545454545
10602204,2014-02-08,6,2014,2,1,6,39,313,10 mons 7 days,28257464.500000000000,16582741.000000000000,29941260.416666666667,29372522.454545454545,24924816.554545454545
13240982,2014-02-09,7,2014,2,1,6,40,314,10 mons 8 days,33134834.500000000000,17050789.786666666667,29941260.416666666667,29372522.454545454545,24924816.554545454545
10787704,2014-02-10,1,2014,2,1,7,41,315,10 mons 9 days,27660669.000000000000,17280507.095890410959,28982219.700000000000,29372522.454545454545,24924816.554545454545
11700158,2014-02-12,3,2014,2,1,7,43,317,10 mons 11 days,30143982.000000000000,16523304.380281690141,28982219.700000000000,29372522.454545454545,24924816.554545454545
10486750,2014-02-13,4,2014,2,1,7,44,318,10 mons 12 days,28253964.500000000000,17245438.069444444444,28982219.700000000000,29372522.454545454545,24924816.554545454545
9698751,2014-02-15,6,2014,2,1,7,46,320,10 mons 14 days,25983119.000000000000,16582741.000000000000,28982219.700000000000,29372522.454545454545,24924816.554545454545
12710041,2014-02-16,7,2014,2,1,7,47,321,10 mons 15 days,32052577.000000000000,17050789.786666666667,28982219.700000000000,29372522.454545454545,24924816.554545454545
10447081,2014-02-18,2,2014,2,1,8,49,323,10 mons 17 days,27519025.500000000000,16805801.611111111111,30097901.833333333333,29372522.454545454545,24924816.554545454545
13098444,2014-02-19,3,2014,2,1,8,50,324,10 mons 18 days,32654609.000000000000,16523304.380281690141,30097901.833333333333,29372522.454545454545,24924816.554545454545
10520583,2014-02-20,4,2014,2,1,8,51,325,10 mons 19 days,28891343.500000000000,17245438.069444444444,30097901.833333333333,29372522.454545454545,24924816.554545454545
12958732,2014-02-21,5,2014,2,1,8,52,326,10 mons 20 days,32735930.000000000000,17438844.183098591549,30097901.833333333333,29372522.454545454545,24924816.554545454545
10385743,2014-02-22,6,2014,2,1,8,53,327,10 mons 21 days,27802436.000000000000,16582741.000000000000,30097901.833333333333,29372522.454545454545,24924816.554545454545
10573021,2014-02-23,7,2014,2,1,8,54,328,10 mons 22 days,28134175.500000000000,17050789.786666666667,30097901.833333333333,29372522.454545454545,24924816.554545454545
10552972,2014-02-25,2,2014,2,1,9,56,330,10 mons 24 days,28055037.500000000000,16805801.611111111111,26280039.666666666667,29372522.454545454545,24924816.554545454545
11218785,2014-02-26,3,2014,2,1,9,57,331,10 mons 25 days,29607128.500000000000,16523304.380281690141,26280039.666666666667,29372522.454545454545,24924816.554545454545
9479994,2014-02-28,5,2014,2,1,9,59,333,10 mons 27 days,24930266.500000000000,17438844.183098591549,26280039.666666666667,29372522.454545454545,24924816.554545454545
13352701,2014-03-01,6,2014,3,1,9,60,334,11 mons,13352701.000000000000,16582741.000000000000,26280039.666666666667,13123876.818181818182,24924816.554545454545
12287461,2014-03-02,7,2014,3,1,9,61,335,11 mons 1 day,12287461.000000000000,17050789.786666666667,26280039.666666666667,13123876.818181818182,24924816.554545454545
12967472,2014-03-03,1,2014,3,1,10,62,336,11 mons 2 days,12967472.000000000000,17280507.095890410959,13947514.333333333333,13123876.818181818182,24924816.554545454545
13355638,2014-03-04,2,2014,3,1,10,63,337,11 mons 3 days,13355638.000000000000,16805801.611111111111,13947514.333333333333,13123876.818181818182,24924816.554545454545
16853078,2014-03-06,4,2014,3,1,10,65,339,11 mons 5 days,16853078.000000000000,17245438.069444444444,13947514.333333333333,13123876.818181818182,24924816.554545454545
12389448,2014-03-07,5,2014,3,1,10,66,340,11 mons 6 days,12389448.000000000000,17438844.183098591549,13947514.333333333333,13123876.818181818182,24924816.554545454545
12626809,2014-03-08,6,2014,3,1,10,67,341,11 mons 7 days,12626809.000000000000,16582741.000000000000,13947514.333333333333,13123876.818181818182,24924816.554545454545
15492641,2014-03-09,7,2014,3,1,10,68,342,11 mons 8 days,15492641.000000000000,17050789.786666666667,13947514.333333333333,13123876.818181818182,24924816.554545454545
12732886,2014-03-10,1,2014,3,1,11,69,343,11 mons 9 days,12732886.000000000000,17280507.095890410959,13070564.800000000000,13123876.818181818182,24924816.554545454545
13746692,2014-03-12,3,2014,3,1,11,71,345,11 mons 11 days,13746692.000000000000,16523304.380281690141,13070564.800000000000,13123876.818181818182,24924816.554545454545
12323599,2014-03-13,4,2014,3,1,11,72,346,11 mons 12 days,12323599.000000000000,17245438.069444444444,13070564.800000000000,13123876.818181818182,24924816.554545454545
11499445,2014-03-15,6,2014,3,1,11,74,348,11 mons 14 days,11499445.000000000000,16582741.000000000000,13070564.800000000000,13123876.818181818182,24924816.554545454545
15050202,2014-03-16,7,2014,3,1,11,75,349,11 mons 15 days,15050202.000000000000,17050789.786666666667,13070564.800000000000,13123876.818181818182,24924816.554545454545
12308109,2014-03-18,2,2014,3,1,12,77,351,11 mons 17 days,12308109.000000000000,16805801.611111111111,13090887.000000000000,13123876.818181818182,24924816.554545454545
15102162,2014-03-19,3,2014,3,1,12,78,352,11 mons 18 days,15102162.000000000000,16523304.380281690141,13090887.000000000000,13123876.818181818182,24924816.554545454545
12456441,2014-03-20,4,2014,3,1,12,79,353,11 mons 19 days,12456441.000000000000,17245438.069444444444,13090887.000000000000,13123876.818181818182,24924816.554545454545
14651470,2014-03-21,5,2014,3,1,12,80,354,11 mons 20 days,14651470.000000000000,17438844.183098591549,13090887.000000000000,13123876.818181818182,24924816.554545454545
11989675,2014-03-22,6,2014,3,1,12,81,355,11 mons 21 days,11989675.000000000000,16582741.000000000000,13090887.000000000000,13123876.818181818182,24924816.554545454545
12037465,2014-03-23,7,2014,3,1,12,82,356,11 mons 22 days,12037465.000000000000,17050789.786666666667,13090887.000000000000,13123876.818181818182,24924816.554545454545
12316920,2014-03-25,2,2014,3,1,13,84,358,11 mons 24 days,12316920.000000000000,16805801.611111111111,11833965.333333333333,13123876.818181818182,24924816.554545454545
12670611,2014-03-26,3,2014,3,1,13,85,359,11 mons 25 days,12670611.000000000000,16523304.380281690141,11833965.333333333333,13123876.818181818182,24924816.554545454545
10514365,2014-03-28,5,2014,3,1,13,87,361,11 mons 27 days,10514365.000000000000,17438844.183098591549,11833965.333333333333,13123876.818181818182,24924816.554545454545
15244917,2014-04-01,2,2014,4,2,14,91,365,1 year,9213917.500000000000,16805801.611111111111,8750542.181818181818,8684675.636363636364,9687568.742424242424
13550442,2014-04-02,3,2014,4,2,14,92,366,1 year 1 day,8099501.500000000000,16523304.380281690141,8750542.181818181818,8684675.636363636364,9687568.742424242424
14495623,2014-04-03,4,2014,4,2,14,93,367,1 year 2 days,8859039.000000000000,17245438.069444444444,8750542.181818181818,8684675.636363636364,9687568.742424242424
14643612,2014-04-04,5,2014,4,2,14,94,368,1 year 3 days,8983213.000000000000,17438844.183098591549,8750542.181818181818,8684675.636363636364,9687568.742424242424
18584362,2014-04-06,7,2014,4,2,14,96,370,1 year 5 days,11553612.500000000000,17050789.786666666667,8750542.181818181818,8684675.636363636364,9687568.742424242424
13767396,2014-04-07,1,2014,4,2,15,97,371,1 year 6 days,8302396.500000000000,17280507.095890410959,9289178.818181818182,8684675.636363636364,9687568.742424242424
13705389,2014-04-08,2,2014,4,2,15,98,372,1 year 7 days,8203054.500000000000,16805801.611111111111,9289178.818181818182,8684675.636363636364,9687568.742424242424
16951703,2014-04-09,3,2014,4,2,15,99,373,1 year 8 days,10399117.000000000000,16523304.380281690141,9289178.818181818182,8684675.636363636364,9687568.742424242424
13662321,2014-04-10,4,2014,4,2,15,100,374,1 year 9 days,8237595.000000000000,17245438.069444444444,9289178.818181818182,8684675.636363636364,9687568.742424242424
15173281,2014-04-12,6,2014,4,2,15,102,376,1 year 11 days,9106908.500000000000,16582741.000000000000,9289178.818181818182,8684675.636363636364,9687568.742424242424
13735385,2014-04-13,7,2014,4,2,15,103,377,1 year 12 days,8260110.500000000000,17050789.786666666667,9289178.818181818182,8684675.636363636364,9687568.742424242424
12941021,2014-04-15,2,2014,4,2,16,105,379,1 year 14 days,7751702.000000000000,16805801.611111111111,8244812.727272727273,8684675.636363636364,9687568.742424242424
15879356,2014-04-16,3,2014,4,2,16,106,380,1 year 15 days,9692268.000000000000,16523304.380281690141,8244812.727272727273,8684675.636363636364,9687568.742424242424
13436255,2014-04-18,5,2014,4,2,16,108,382,1 year 17 days,8038681.000000000000,17438844.183098591549,8244812.727272727273,8684675.636363636364,9687568.742424242424
16268131,2014-04-19,6,2014,4,2,16,109,383,1 year 18 days,9989697.500000000000,16582741.000000000000,8244812.727272727273,8684675.636363636364,9687568.742424242424
13705999,2014-04-20,7,2014,4,2,16,110,384,1 year 19 days,8144548.500000000000,17050789.786666666667,8244812.727272727273,8684675.636363636364,9687568.742424242424
16046865,2014-04-21,1,2014,4,2,17,111,385,1 year 20 days,9753005.500000000000,17280507.095890410959,8187678.600000000000,8684675.636363636364,9687568.742424242424
13059789,2014-04-22,2,2014,4,2,17,112,386,1 year 21 days,7832571.500000000000,16805801.611111111111,8187678.600000000000,8684675.636363636364,9687568.742424242424
13128122,2014-04-23,3,2014,4,2,17,113,387,1 year 22 days,7904143.000000000000,16523304.380281690141,8187678.600000000000,8684675.636363636364,9687568.742424242424
13185954,2014-04-25,5,2014,4,2,17,115,389,1 year 24 days,7940039.000000000000,17438844.183098591549,8187678.600000000000,8684675.636363636364,9687568.742424242424
13665605,2014-04-26,6,2014,4,2,17,116,390,1 year 25 days,8193088.000000000000,16582741.000000000000,8187678.600000000000,8684675.636363636364,9687568.742424242424
11119071,2014-04-28,1,2014,4,2,18,118,392,1 year 27 days,6604654.500000000000,17280507.095890410959,9687349.222222222222,8684675.636363636364,9687568.742424242424
16129016,2014-05-01,4,2014,5,2,18,121,395,1 year 1 mon,9815446.000000000000,17245438.069444444444,9687349.222222222222,9571418.363636363636,9687568.742424242424
14702438,2014-05-02,5,2014,5,2,18,122,396,1 year 1 mon 1 day,8864789.000000000000,17438844.183098591549,9687349.222222222222,9571418.363636363636,9687568.742424242424
15552036,2014-05-03,6,2014,5,2,18,123,397,1 year 1 mon 2 days,9531810.500000000000,16582741.000000000000,9687349.222222222222,9571418.363636363636,9687568.742424242424
15833725,2014-05-04,7,2014,5,2,18,124,398,1 year 1 mon 3 days,9821490.500000000000,17050789.786666666667,9687349.222222222222,9571418.363636363636,9687568.742424242424
20378171,2014-05-06,2,2014,5,2,19,126,400,1 year 1 mon 5 days,12781429.000000000000,16805801.611111111111,9663925.272727272727,9571418.363636363636,9687568.742424242424
14974745,2014-05-07,3,2014,5,2,19,127,401,1 year 1 mon 6 days,9106870.500000000000,16523304.380281690141,9663925.272727272727,9571418.363636363636,9687568.742424242424
14857371,2014-05-08,4,2014,5,2,19,128,402,1 year 1 mon 7 days,8989066.500000000000,17245438.069444444444,9663925.272727272727,9571418.363636363636,9687568.742424242424
18319622,2014-05-09,5,2014,5,2,19,129,403,1 year 1 mon 8 days,11394116.000000000000,17438844.183098591549,9663925.272727272727,9571418.363636363636,9687568.742424242424
14940382,2014-05-10,6,2014,5,2,19,130,404,1 year 1 mon 9 days,9116550.000000000000,16582741.000000000000,9663925.272727272727,9571418.363636363636,9687568.742424242424
16429525,2014-05-12,1,2014,5,2,20,132,406,1 year 1 mon 11 days,9978319.500000000000,17280507.095890410959,9514889.800000000000,9571418.363636363636,9687568.742424242424
14902315,2014-05-13,2,2014,5,2,20,133,407,1 year 1 mon 12 days,9097578.500000000000,16805801.611111111111,9514889.800000000000,9571418.363636363636,9687568.742424242424
13675974,2014-05-15,4,2014,5,2,20,135,409,1 year 1 mon 14 days,8368151.500000000000,17245438.069444444444,9514889.800000000000,9571418.363636363636,9687568.742424242424
17559738,2014-05-16,5,2014,5,2,20,136,410,1 year 1 mon 15 days,10840735.500000000000,17438844.183098591549,9514889.800000000000,9571418.363636363636,9687568.742424242424
14620621,2014-05-18,7,2014,5,2,20,138,412,1 year 1 mon 17 days,8887167.000000000000,17050789.786666666667,9514889.800000000000,9571418.363636363636,9687568.742424242424
17908975,2014-05-19,1,2014,5,2,21,139,413,1 year 1 mon 18 days,11120541.500000000000,17280507.095890410959,9460888.333333333333,9571418.363636363636,9687568.742424242424
14853000,2014-05-20,2,2014,5,2,21,140,414,1 year 1 mon 19 days,8971327.500000000000,16805801.611111111111,9460888.333333333333,9571418.363636363636,9687568.742424242424
17435705,2014-05-21,3,2014,5,2,21,141,415,1 year 1 mon 20 days,10805712.000000000000,16523304.380281690141,9460888.333333333333,9571418.363636363636,9687568.742424242424
14268765,2014-05-22,4,2014,5,2,21,142,416,1 year 1 mon 21 days,8659719.500000000000,17245438.069444444444,9460888.333333333333,9571418.363636363636,9687568.742424242424
14529854,2014-05-23,5,2014,5,2,21,143,417,1 year 1 mon 22 days,8847895.000000000000,17438844.183098591549,9460888.333333333333,9571418.363636363636,9687568.742424242424
14568997,2014-05-25,7,2014,5,2,21,145,419,1 year 1 mon 24 days,8896080.000000000000,17050789.786666666667,9460888.333333333333,9571418.363636363636,9687568.742424242424
15065010,2014-05-26,1,2014,5,2,22,146,420,1 year 1 mon 25 days,9162613.500000000000,17280507.095890410959,9280393.000000000000,9571418.363636363636,9687568.742424242424
12504914,2014-05-28,3,2014,5,2,22,148,422,1 year 1 mon 27 days,7513795.000000000000,16523304.380281690141,9280393.000000000000,9571418.363636363636,9687568.742424242424
17887951,2014-06-01,7,2014,6,2,22,152,426,1 year 2 mons,11022258.500000000000,17050789.786666666667,9280393.000000000000,10806612.227272727273,9687568.742424242424
16424913,2014-06-02,1,2014,6,2,23,153,427,1 year 2 mons 1 day,9985077.000000000000,17280507.095890410959,11046695.750000000000,10806612.227272727273,9687568.742424242424
17053801,2014-06-03,2,2014,6,2,23,154,428,1 year 2 mons 2 days,10604783.500000000000,16805801.611111111111,11046695.750000000000,10806612.227272727273,9687568.742424242424
16994154,2014-06-04,3,2014,6,2,23,155,429,1 year 2 mons 3 days,10708620.000000000000,16523304.380281690141,11046695.750000000000,10806612.227272727273,9687568.742424242424
21918372,2014-06-06,5,2014,6,2,23,157,431,1 year 2 mons 5 days,13896215.500000000000,17438844.183098591549,11046695.750000000000,10806612.227272727273,9687568.742424242424
16592250,2014-06-07,6,2014,6,2,23,158,432,1 year 2 mons 6 days,10166849.500000000000,16582741.000000000000,11046695.750000000000,10806612.227272727273,9687568.742424242424
16526147,2014-06-08,7,2014,6,2,23,159,433,1 year 2 mons 7 days,10102994.500000000000,17050789.786666666667,11046695.750000000000,10806612.227272727273,9687568.742424242424
19799564,2014-06-09,1,2014,6,2,24,160,434,1 year 2 mons 8 days,12488037.000000000000,17280507.095890410959,10752088.200000000000,10806612.227272727273,9687568.742424242424
16638328,2014-06-10,2,2014,6,2,24,161,435,1 year 2 mons 9 days,10220307.000000000000,16805801.611111111111,10752088.200000000000,10806612.227272727273,9687568.742424242424
18272759,2014-06-12,4,2014,6,2,24,163,437,1 year 2 mons 11 days,11198678.500000000000,17245438.069444444444,10752088.200000000000,10806612.227272727273,9687568.742424242424
16886854,2014-06-13,5,2014,6,2,24,164,438,1 year 2 mons 12 days,10378435.000000000000,17438844.183098591549,10752088.200000000000,10806612.227272727273,9687568.742424242424
15403953,2014-06-15,7,2014,6,2,24,166,440,1 year 2 mons 14 days,9552460.000000000000,17050789.786666666667,10752088.200000000000,10806612.227272727273,9687568.742424242424
19285439,2014-06-16,1,2014,6,2,25,167,441,1 year 2 mons 15 days,12153498.000000000000,17280507.095890410959,11086389.333333333333,10806612.227272727273,9687568.742424242424
16360142,2014-06-18,3,2014,6,2,25,169,443,1 year 2 mons 17 days,10089851.500000000000,16523304.380281690141,11086389.333333333333,10806612.227272727273,9687568.742424242424
19338173,2014-06-19,4,2014,6,2,25,170,444,1 year 2 mons 18 days,12242630.500000000000,17245438.069444444444,11086389.333333333333,10806612.227272727273,9687568.742424242424
16545835,2014-06-20,5,2014,6,2,25,171,445,1 year 2 mons 19 days,10160704.000000000000,17438844.183098591549,11086389.333333333333,10806612.227272727273,9687568.742424242424
19801903,2014-06-21,6,2014,6,2,25,172,446,1 year 2 mons 20 days,12426911.000000000000,16582741.000000000000,11086389.333333333333,10806612.227272727273,9687568.742424242424
16176888,2014-06-22,7,2014,6,2,25,173,447,1 year 2 mons 21 days,10018399.000000000000,17050789.786666666667,11086389.333333333333,10806612.227272727273,9687568.742424242424
16859214,2014-06-23,1,2014,6,2,26,174,448,1 year 2 mons 22 days,10366727.500000000000,17280507.095890410959,10969039.571428571429,10806612.227272727273,9687568.742424242424
16990459,2014-06-25,3,2014,6,2,26,176,450,1 year 2 mons 24 days,10502836.000000000000,16523304.380281690141,10969039.571428571429,10806612.227272727273,9687568.742424242424
17462419,2014-06-26,4,2014,6,2,26,177,451,1 year 2 mons 25 days,10744471.000000000000,17245438.069444444444,10969039.571428571429,10806612.227272727273,9687568.742424242424
14224842,2014-06-28,6,2014,6,2,26,179,453,1 year 2 mons 27 days,8714724.500000000000,16582741.000000000000,10969039.571428571429,10806612.227272727273,9687568.742424242424
20496490,2014-07-01,2,2014,7,3,27,182,456,1 year 3 mons,12694715.500000000000,16805801.611111111111,12204931.272727272727,12401182.477272727273,14089389.022727272727
18537410,2014-07-02,3,2014,7,3,27,183,457,1 year 3 mons 1 day,11481278.500000000000,16523304.380281690141,12204931.272727272727,12401182.477272727273,14089389.022727272727
19595347,2014-07-03,4,2014,7,3,27,184,458,1 year 3 mons 2 days,12238621.500000000000,17245438.069444444444,12204931.272727272727,12401182.477272727273,14089389.022727272727
