i	date	DJIA-MINS
1524	12/14/2006 11:14	12384.96
1525	12/14/2006 11:16	12383.51
1526	12/14/2006 11:19	12385.2
1527	12/14/2006 11:21	12379.67
1528	12/14/2006 11:24	12379.19
1529	12/14/2006 11:28	12380.87
1530	12/14/2006 11:30	12379.03
1531	12/14/2006 11:33	12377.51
1532	12/14/2006 11:37	12379.19
1533	12/14/2006 11:39	12377.51
1534	12/14/2006 11:42	12379.75
1535	12/14/2006 11:46	12376.06
1536	12/14/2006 11:48	12378.07
1537	12/14/2006 11:50	12377.02
1538	12/14/2006 11:54	12378.07
1539	12/14/2006 11:55	12376.62
1540	12/14/2006 11:58	12377.27
1541	12/14/2006 12:02	12381.59
1542	12/14/2006 12:03	12382.47
1543	12/14/2006 12:06	12381.91
1544	12/14/2006 12:09	12380.07
1545	12/14/2006 12:11	12379.51
1546	12/14/2006 12:13	12377.75
1547	12/14/2006 12:16	12377.75
1548	12/14/2006 12:18	12374.22
1549	12/14/2006 12:20	12373.02
1550	12/14/2006 12:23	12372.7
1551	12/14/2006 12:25	12374.14
1552	12/14/2006 12:28	12375.58
1553	12/14/2006 12:31	12377.99
1554	12/14/2006 12:33	12383.11
1555	12/14/2006 12:35	12382.47
1556	12/14/2006 12:38	12383.59
1557	12/14/2006 12:40	12383.43
1558	12/14/2006 12:42	12383.35
1559	12/14/2006 12:45	12381.51
1560	12/14/2006 12:46	12380.15
1561	12/14/2006 12:48	12378.07
1562	12/14/2006 12:52	12377.35
1563	12/14/2006 12:53	12375.02
1564	12/14/2006 12:55	12378.23
1565	12/14/2006 12:58	12379.43
1566	12/14/2006 13:00	12382.71
1567	12/14/2006 13:02	12383.83
1568	12/14/2006 13:05	12379.27
1569	12/14/2006 13:07	12382.87
1570	12/14/2006 13:09	12386.08
1571	12/14/2006 13:12	12387.12
1572	12/14/2006 13:14	12386.48
1573	12/14/2006 13:16	12388.08
1574	12/14/2006 13:20	12389.92
1575	12/14/2006 13:21	12390.48
1576	12/14/2006 13:24	12390.64
1577	12/14/2006 13:27	12388.64
1578	12/14/2006 13:29	12389.12
1579	12/14/2006 13:31	12390.24
1580	12/14/2006 13:35	12396.09
1581	12/14/2006 13:36	12394.97
1582	12/14/2006 13:39	12392.97
1583	12/14/2006 13:42	12385.44
1584	12/14/2006 13:44	12387.52
1585	12/14/2006 13:46	12390.48
1586	12/14/2006 13:49	12390.32
1587	12/14/2006 13:51	12390.4
1588	12/14/2006 13:53	12392.33
1589	12/14/2006 13:56	12393.77
1590	12/14/2006 13:58	12396.89
1591	12/14/2006 14:00	12398.25
1592	12/14/2006 14:03	12393.29
1593	12/14/2006 14:05	12399.46
1594	12/14/2006 14:08	12397.37
1595	12/14/2006 14:11	12395.85
1596	12/14/2006 14:13	12396.97
1597	12/14/2006 14:15	12397.37
1598	12/14/2006 14:18	12400.34
1599	12/14/2006 14:20	12398.01
1600	12/14/2006 14:22	12399.86
1601	12/14/2006 14:25	12401.38
1602	12/14/2006 14:26	12402.18
1603	12/14/2006 14:29	12399.54
1604	12/14/2006 14:32	12402.98
1605	12/14/2006 14:34	12408.27
1606	12/14/2006 14:36	12417.48
1607	12/14/2006 14:40	12415.56
1608	12/14/2006 14:41	12420.04
1609	12/14/2006 14:44	12421.33
1610	12/14/2006 14:47	12423.97
1611	12/14/2006 14:49	12425.89
1612	12/14/2006 14:51	12425.57
1613	12/14/2006 14:55	12423.65
1614	12/14/2006 14:56	12421.41
1615	12/14/2006 14:59	12421.57
1616	12/14/2006 15:02	12412.35
1617	12/14/2006 15:04	12416.76
1618	12/14/2006 15:06	12416.68
1619	12/14/2006 15:09	12416.92
1620	12/14/2006 15:11	12414.2
1621	12/14/2006 15:13	12415.08
1622	12/14/2006 15:17	12419
1623	12/14/2006 15:19	12418.76
1624	12/14/2006 15:21	12419.8
1625	12/14/2006 15:24	12420.53
1626	12/14/2006 15:26	12420.21
1627	12/14/2006 15:28	12420.21
1628	12/14/2006 15:31	12420.77
1629	12/14/2006 15:33	12420.21
1630	12/14/2006 15:36	12418.36
1631	12/14/2006 15:39	12420.45
1632	12/14/2006 15:41	12424.21
1633	12/14/2006 15:44	12427.42
1634	12/14/2006 15:47	12425.65
1635	12/14/2006 15:49	12425.41
1636	12/14/2006 15:51	12418.52
1637	12/14/2006 15:54	12416.2
1638	12/14/2006 15:56	12412.11
1639	12/14/2006 15:59	12413.56
1640	12/14/2006 16:02	12416.2
1641	12/14/2006 16:03	12416.52
1642	12/14/2006 16:05	12416.76
1643	12/15/2006 9:30	12421.89
1644	12/15/2006 9:31	12442.48
1645	12/15/2006 9:33	12459.94
1646	12/15/2006 9:36	12459.3
1647	12/15/2006 9:38	12452.89
1648	12/15/2006 9:40	12449.85
1649	12/15/2006 9:43	12454.97
1650	12/15/2006 9:44	12454.57
1651	12/15/2006 9:46	12454.57
1652	12/15/2006 9:49	12451.85
1653	12/15/2006 9:51	12457.14
1654	12/15/2006 9:52	12457.3
1655	12/15/2006 9:55	12459.46
1656	12/15/2006 9:57	12467.63
1657	12/15/2006 9:59	12465.23
1658	12/15/2006 10:02	12469.39
1659	12/15/2006 10:03	12468.83
1660	12/15/2006 10:05	12469.23
1661	12/15/2006 10:08	12464.11
1662	12/15/2006 10:09	12465.47
1663	12/15/2006 10:12	12466.11
1664	12/15/2006 10:14	12465.79
1665	12/15/2006 10:16	12466.27
1666	12/15/2006 10:19	12466.19
1667	12/15/2006 10:21	12463.23
1668	12/15/2006 10:23	12463.87
1669	12/15/2006 10:25	12463.95
1670	12/15/2006 10:28	12469.79
1671	12/15/2006 10:29	12464.75
1672	12/15/2006 10:32	12468.19
1673	12/15/2006 10:34	12471.56
1674	12/15/2006 10:36	12470.04
1675	12/15/2006 10:39	12477.73
1676	12/15/2006 10:42	12474.76
1677	12/15/2006 10:43	12472.68
1678	12/15/2006 10:45	12470.52
1679	12/15/2006 10:48	12465.71
1680	12/15/2006 10:49	12468.19
1681	12/15/2006 10:51	12471.56
1682	12/15/2006 10:54	12470.68
1683	12/15/2006 10:56	12471.8
1684	12/15/2006 10:58	12477.89
1685	12/15/2006 11:01	12477.49
1686	12/15/2006 11:02	12478.61
1687	12/15/2006 11:05	12482.37
1688	12/15/2006 11:07	12478.37
1689	12/15/2006 11:08	12480.29
1690	12/15/2006 11:13	12475.08
1691	12/15/2006 11:15	12473
1692	12/15/2006 11:17	12469.15
1693	12/15/2006 11:20	12472.12
1694	12/15/2006 11:22	12471.8
1695	12/15/2006 11:24	12472.12
1696	12/15/2006 11:27	12470.52
1697	12/15/2006 11:28	12468.27
1698	12/15/2006 11:30	12461.78
1699	12/15/2006 11:33	12462.91
1700	12/15/2006 11:35	12459.78
1701	12/15/2006 11:37	12463.07
1702	12/15/2006 11:39	12467.23
1703	12/15/2006 11:41	12466.67
1704	12/15/2006 11:43	12465.31
1705	12/15/2006 11:46	12459.62
1706	12/15/2006 11:47	12457.3
1707	12/15/2006 11:49	12462.18
1708	12/15/2006 11:52	12464.35
1709	12/15/2006 11:53	12463.31
1710	12/15/2006 11:55	12464.51
1711	12/15/2006 11:58	12463.23
1712	12/15/2006 11:59	12463.63
1713	12/15/2006 12:01	12460.18
1714	12/15/2006 12:04	12462.18
1715	12/15/2006 12:05	12462.42
1716	12/15/2006 12:07	12458.5
1717	12/15/2006 12:10	12460.1
1718	12/15/2006 12:11	12460.98
1719	12/15/2006 12:13	12459.62
1720	12/15/2006 12:16	12459.86
1721	12/15/2006 12:17	12460.1
1722	12/15/2006 12:19	12460.42
1723	12/15/2006 12:22	12457.38
1724	12/15/2006 12:23	12456.42
1725	12/15/2006 12:25	12451.05
1726	12/15/2006 12:27	12456.74
1727	12/15/2006 12:29	12456.34
1728	12/15/2006 12:31	12455.69
1729	12/15/2006 12:34	12455.29
1730	12/15/2006 12:36	12455.05
1731	12/15/2006 12:38	12459.14
1732	12/15/2006 12:41	12463.95
1733	12/15/2006 12:42	12464.19
1734	12/15/2006 12:44	12465.87
1735	12/15/2006 12:47	12468.59
1736	12/15/2006 12:49	12468.43
1737	12/15/2006 12:51	12463.63
1738	12/15/2006 12:53	12465.63
1739	12/15/2006 12:55	12461.78
1740	12/15/2006 12:57	12462.99
1741	12/15/2006 13:00	12457.94
1742	12/15/2006 13:01	12458.98
1743	12/15/2006 13:03	12458.1
1744	12/15/2006 13:06	12458.9
1745	12/15/2006 13:08	12461.86
1746	12/15/2006 13:10	12461.3
1747	12/15/2006 13:12	12457.14
1748	12/15/2006 13:14	12458.5
1749	12/15/2006 13:20	12459.38
1750	12/15/2006 13:21	12459.62
1751	12/15/2006 13:23	12460.9
1752	12/15/2006 13:26	12461.38
1753	12/15/2006 13:27	12460.66
1754	12/15/2006 13:29	12454.57
1755	12/15/2006 13:32	12455.21
1756	12/15/2006 13:34	12446.16
1757	12/15/2006 13:36	12448.48
1758	12/15/2006 13:39	12439.27
1759	12/15/2006 13:41	12442.56
1760	12/15/2006 13:43	12442.96
1761	12/15/2006 13:46	12444.16
1762	12/15/2006 13:47	12444.4
1763	12/15/2006 13:49	12444.72
1764	12/15/2006 13:52	12444.56
1765	12/15/2006 13:53	12444.88
1766	12/15/2006 13:55	12446.08
1767	12/15/2006 13:58	12449.93
1768	12/15/2006 13:59	12450.57
1769	12/15/2006 14:01	12456.18
1770	12/15/2006 14:04	12458.26
1771	12/15/2006 14:05	12457.62
1772	12/15/2006 14:07	12454.49
1773	12/15/2006 14:10	12454.97
1774	12/15/2006 14:12	12449.77
1775	12/15/2006 14:17	12450.25
1776	12/15/2006 14:19	12450.57
1777	12/15/2006 14:20	12451.77
1778	12/15/2006 14:23	12459.14
1779	12/15/2006 14:25	12457.78
1780	12/15/2006 14:27	12458.82
1781	12/15/2006 14:30	12458.74
1782	12/15/2006 14:32	12458.74
1783	12/15/2006 14:34	12459.3
1784	12/15/2006 14:37	12454.25
1785	12/15/2006 14:38	12454.25
1786	12/15/2006 14:41	12454.01
1787	12/15/2006 14:44	12454.41
1788	12/15/2006 14:45	12450.09
1789	12/15/2006 14:48	12452.89
1790	12/15/2006 14:51	12451.69
1791	12/15/2006 14:52	12451.45
1792	12/15/2006 14:54	12453.77
1793	12/15/2006 14:57	12453.93
1794	12/15/2006 14:59	12455.78
1795	12/15/2006 15:01	12451.77
1796	12/15/2006 15:03	12450.33
1797	12/15/2006 15:05	12448.89
1798	12/15/2006 15:07	12449.85
1799	12/15/2006 15:10	12450.49
1800	12/15/2006 15:11	12452.01
1801	12/15/2006 15:13	12450.25
1802	12/15/2006 15:16	12449.85
1803	12/15/2006 15:17	12450.97
1804	12/15/2006 15:19	12452.01
1805	12/15/2006 15:22	12454.41
1806	12/15/2006 15:23	12453.05
1807	12/15/2006 15:25	12454.09
1808	12/15/2006 15:27	12447.76
1809	12/15/2006 15:29	12449.13
1810	12/15/2006 15:31	12449.29
1811	12/15/2006 15:33	12449.05
1812	12/15/2006 15:34	12448.81
1813	12/15/2006 15:36	12449.77
1814	12/15/2006 15:39	12444.56
1815	12/15/2006 15:41	12441.11
1816	12/15/2006 15:43	12438.15
1817	12/15/2006 15:45	12438.07
1818	12/15/2006 15:47	12438.39
1819	12/15/2006 15:48	12441.92
1820	12/15/2006 15:51	12440.63
1821	12/15/2006 15:52	12439.67
1822	12/15/2006 15:54	12438.95
1823	12/15/2006 15:57	12443.92
1824	12/15/2006 15:58	12446.48
1825	12/15/2006 16:00	12444.88
1826	12/15/2006 16:02	12444
1827	12/15/2006 16:04	12445.04
1828	12/15/2006 16:04	12445.52
1829	12/18/2006 9:30	12453.93
1830	12/18/2006 9:32	12462.34
1831	12/18/2006 9:38	12456.98
1832	12/18/2006 9:39	12455.37
1833	12/18/2006 9:42	12453.77
1834	12/18/2006 9:45	12461.46
1835	12/18/2006 9:46	12459.86
1836	12/18/2006 9:48	12460.66
1837	12/18/2006 9:51	12468.83
1838	12/18/2006 9:53	12470.36
1839	12/18/2006 9:56	12475.16
1840	12/18/2006 9:58	12481.09
1841	12/18/2006 10:00	12485.74
1842	12/18/2006 10:02	12480.29
1843	12/18/2006 10:05	12482.13
1844	12/18/2006 10:06	12480.85
1845	12/18/2006 10:08	12479.49
1846	12/18/2006 10:11	12483.17
1847	12/18/2006 10:13	12480.21
1848	12/18/2006 10:15	12488.7
1849	12/18/2006 10:18	12487.58
1850	12/18/2006 10:20	12488.62
1851	12/18/2006 10:22	12480.93
1852	12/18/2006 10:25	12482.93
1853	12/18/2006 10:26	12480.21
1854	12/18/2006 10:28	12478.45
1855	12/18/2006 10:31	12478.93
1856	12/18/2006 10:33	12473.56
1857	12/18/2006 10:36	12480.37
1858	12/18/2006 10:39	12480.85
1859	12/18/2006 10:41	12483.81
1860	12/18/2006 10:45	12474.04
1861	12/18/2006 10:47	12477
1862	12/18/2006 10:49	12474.84
1863	12/18/2006 10:52	12475.16
1864	12/18/2006 10:54	12476.44
1865	12/18/2006 10:56	12479.01
1866	12/18/2006 10:59	12478.53
1867	12/18/2006 11:00	12474.12
1868	12/18/2006 11:02	12467.39
1869	12/18/2006 11:05	12465.15
1870	12/18/2006 11:06	12468.27
1871	12/18/2006 11:08	12468.59
1872	12/18/2006 11:11	12466.75
1873	12/18/2006 11:13	12467.23
1874	12/18/2006 11:15	12473.08
1875	12/18/2006 11:19	12469.87
1876	12/18/2006 11:20	12470.04
1877	12/18/2006 11:22	12471.48
1878	12/18/2006 11:24	12473.08
1879	12/18/2006 11:26	12473.64
1880	12/18/2006 11:29	12473
1881	12/18/2006 11:31	12473.56
1882	12/18/2006 11:33	12472.04
1883	12/18/2006 11:35	12474.44
1884	12/18/2006 11:39	12470.6
1885	12/18/2006 11:40	12464.19
1886	12/18/2006 11:43	12460.66
1887	12/18/2006 11:46	12459.78
1888	12/18/2006 11:47	12456.02
1889	12/18/2006 11:49	12460.82
1890	12/18/2006 11:51	12461.14
1891	12/18/2006 11:53	12462.42
1892	12/18/2006 11:55	12462.1
1893	12/18/2006 11:58	12462.74
1894	12/18/2006 11:59	12460.02
1895	12/18/2006 12:01	12449.85
1896	12/18/2006 12:04	12448.56
1897	12/18/2006 12:05	12451.69
1898	12/18/2006 12:07	12446.64
1899	12/18/2006 12:10	12444.72
1900	12/18/2006 12:11	12438.95
1901	12/18/2006 12:13	12443.76
1902	12/18/2006 12:16	12449.05
1903	12/18/2006 12:17	12450.89
1904	12/18/2006 12:19	12449.61
1905	12/18/2006 12:22	12452.01
1906	12/18/2006 12:24	12452.49
1907	12/18/2006 12:26	12452.09
1908	12/18/2006 12:29	12457.46
1909	12/18/2006 12:30	12463.31
1910	12/18/2006 12:32	12462.66
1911	12/18/2006 12:35	12461.94
1912	12/18/2006 12:37	12460.02
1913	12/18/2006 12:39	12461.14
1914	12/18/2006 12:42	12462.26
1915	12/18/2006 12:43	12462.26
1916	12/18/2006 12:46	12465.71
1917	12/18/2006 12:48	12464.83
1918	12/18/2006 12:50	12465.39
1919	12/18/2006 12:52	12466.11
1920	12/18/2006 12:55	12463.71
1921	12/18/2006 12:56	12461.7
1922	12/18/2006 12:58	12462.42
1923	12/18/2006 13:01	12454.25
1924	12/18/2006 13:02	12453.85
1925	12/18/2006 13:04	12457.7
1926	12/18/2006 13:07	12454.65
1927	12/18/2006 13:08	12456.5
1928	12/18/2006 13:11	12457.86
1929	12/18/2006 13:15	12458.02
1930	12/18/2006 13:17	12460.5
1931	12/18/2006 13:22	12462.74
1932	12/18/2006 13:23	12464.11
1933	12/18/2006 13:27	12463.07
1934	12/18/2006 13:30	12462.99
1935	12/18/2006 13:35	12463.31
1936	12/18/2006 13:37	12463.47
1937	12/18/2006 13:39	12463.79
1938	12/18/2006 13:42	12464.83
1939	12/18/2006 13:43	12466.51
1940	12/18/2006 13:45	12471.88
1941	12/18/2006 13:48	12474.76
1942	12/18/2006 13:50	12475.8
1943	12/18/2006 13:52	12476.92
1944	12/18/2006 13:55	12474.44
1945	12/18/2006 13:56	12473.24
1946	12/18/2006 14:01	12473.16
1947	12/18/2006 14:03	12473.48
1948	12/18/2006 14:05	12467.47
1949	12/18/2006 14:08	12469.39
1950	12/18/2006 14:10	12466.19
1951	12/18/2006 14:12	12468.27
1952	12/18/2006 14:15	12467.23
1953	12/18/2006 14:16	12467.79
1954	12/18/2006 14:18	12469.63
1955	12/18/2006 14:21	12469.63
1956	12/18/2006 14:23	12471.24
1957	12/18/2006 14:25	12468.75
1958	12/18/2006 14:28	12463.39
1959	12/18/2006 14:30	12463.07
1960	12/18/2006 14:32	12464.03
1961	12/18/2006 14:35	12462.91
1962	12/18/2006 14:36	12464.43
1963	12/18/2006 14:39	12467.47
1964	12/18/2006 14:42	12463.87
1965	12/18/2006 14:44	12458.58
1966	12/18/2006 14:46	12457.14
1967	12/18/2006 14:48	12448.81
1968	12/18/2006 14:50	12445.92
1969	12/18/2006 14:52	12455.45
1970	12/18/2006 14:55	12446.88
1971	12/18/2006 14:56	12443.84
1972	12/18/2006 14:58	12447.52
1973	12/18/2006 15:01	12446.56
1974	12/18/2006 15:03	12443.52
1975	12/18/2006 15:05	12438.39
1976	12/18/2006 15:08	12438.31
1977	12/18/2006 15:10	12441.68
1978	12/18/2006 15:12	12442.8
1979	12/18/2006 15:15	12439.91
1980	12/18/2006 15:16	12439.19
1981	12/18/2006 15:19	12434.87
1982	12/18/2006 15:22	12436.87
1983	12/18/2006 15:23	12431.58
1984	12/18/2006 15:26	12435.91
1985	12/18/2006 15:28	12436.95
1986	12/18/2006 15:30	12439.11
1987	12/18/2006 15:33	12442.64
1988	12/18/2006 15:36	12439.51
1989	12/18/2006 15:37	12437.75
1990	12/18/2006 15:39	12435.91
1991	12/18/2006 15:42	12438.95
1992	12/18/2006 15:44	12432.94
1993	12/18/2006 15:46	12436.15
1994	12/18/2006 15:49	12434.47
1995	12/18/2006 15:51	12434.06
1996	12/18/2006 15:53	12437.03
1997	12/18/2006 15:56	12441.11
1998	12/18/2006 15:58	12440.87
1999	12/18/2006 16:00	12442.48
2000	12/18/2006 16:02	12441.68
2001	12/18/2006 16:03	12441.27
2002	12/19/2006 9:30	12427.98
2003	12/19/2006 9:32	12409.47
2004	12/19/2006 9:33	12404.98
2005	12/19/2006 9:36	12409.23
2006	12/19/2006 9:38	12405.06
2007	12/19/2006 9:40	12400.98
2008	12/19/2006 9:43	12405.22
2009	12/19/2006 9:44	12405.38
2010	12/19/2006 9:46	12407.47
2011	12/19/2006 9:48	12409.07
2012	12/19/2006 9:50	12411.95
2013	12/19/2006 9:52	12416.76
2014	12/19/2006 9:55	12418.76
2015	12/19/2006 9:57	12413.64
2016	12/19/2006 9:59	12414.12
2017	12/19/2006 10:02	12411.55
2018	12/19/2006 10:03	12412.67
2019	12/19/2006 10:06	12413.16
2020	12/19/2006 10:08	12411.79
2021	12/19/2006 10:10	12410.75
2022	12/19/2006 10:12	12410.43
2023	12/19/2006 10:15	12420.77
2024	12/19/2006 10:16	12426.85
2025	12/19/2006 10:18	12419.56
2026	12/19/2006 10:21	12418.6
2027	12/19/2006 10:23	12421.17
2028	12/19/2006 10:25	12422.13
2029	12/19/2006 10:27	12423.01
2030	12/19/2006 10:29	12418.36
2031	12/19/2006 10:31	12416.52
2032	12/19/2006 10:34	12418.6
2033	12/19/2006 10:35	12418.6
2034	12/19/2006 10:37	12425.09
2035	12/19/2006 10:40	12418.52
2036	12/19/2006 10:42	12418.44
2037	12/19/2006 10:44	12420.93
2038	12/19/2006 10:46	12421.97
2039	12/19/2006 10:48	12425.65
2040	12/19/2006 10:50	12425.49
2041	12/19/2006 10:52	12427.98
2042	12/19/2006 10:54	12433.02
2043	12/19/2006 10:56	12436.71
2044	12/19/2006 10:59	12433.26
2045	12/19/2006 11:01	12439.19
2046	12/19/2006 11:02	12440.55
2047	12/19/2006 11:05	12438.47
2048	12/19/2006 11:06	12438.71
2049	12/19/2006 11:08	12437.59
2050	12/19/2006 11:11	12439.35
2051	12/19/2006 11:12	12437.19
2052	12/19/2006 11:14	12434.79
2053	12/19/2006 11:17	12430.46
2054	12/19/2006 11:19	12428.14
2055	12/19/2006 11:21	12425.01
2056	12/19/2006 11:23	12425.33
2057	12/19/2006 11:25	12420.13
2058	12/19/2006 11:26	12416.76
2059	12/19/2006 11:29	12417.24
2060	12/19/2006 11:31	12418.44
2061	12/19/2006 11:33	12418.76
2062	12/19/2006 11:35	12419.32
2063	12/19/2006 11:37	12416.2
2064	12/19/2006 11:39	12412.35
2065	12/19/2006 11:42	12420.53
2066	12/19/2006 11:43	12422.29
2067	12/19/2006 11:45	12421.97
2068	12/19/2006 11:47	12419.32
2069	12/19/2006 11:49	12422.45
2070	12/19/2006 11:51	12423.01
2071	12/19/2006 11:53	12417.08
2072	12/19/2006 11:55	12415.88
2073	12/19/2006 11:57	12415.8
2074	12/19/2006 11:59	12415.88
2075	12/19/2006 12:01	12418.84
2076	12/19/2006 12:02	12423.89
2077	12/19/2006 12:05	12428.06
2078	12/19/2006 12:06	12427.82
2079	12/19/2006 12:08	12421.97
2080	12/19/2006 12:10	12420.93
2081	12/19/2006 12:12	12422.53
2082	12/19/2006 12:14	12420.21
2083	12/19/2006 12:16	12413.72
2084	12/19/2006 12:18	12408.91
2085	12/19/2006 12:20	12408.83
2086	12/19/2006 12:22	12411.47
2087	12/19/2006 12:24	12414.12
2088	12/19/2006 12:26	12414.28
2089	12/19/2006 12:28	12419.32
2090	12/19/2006 12:29	12418.92
2091	12/19/2006 12:31	12419.64
2092	12/19/2006 12:34	12427.58
2093	12/19/2006 12:35	12425.41
2094	12/19/2006 12:37	12433.1
2095	12/19/2006 12:40	12421.97
2096	12/19/2006 12:41	12423.33
2097	12/19/2006 12:43	12424.53
2098	12/19/2006 12:45	12421.17
2099	12/19/2006 12:46	12421.81
2100	12/19/2006 12:48	12421.09
2101	12/19/2006 12:51	12425.65
2102	12/19/2006 12:52	12424.37
2103	12/19/2006 12:54	12421.89
2104	12/19/2006 12:56	12419.96
2105	12/19/2006 12:58	12419.72
2106	12/19/2006 13:00	12424.21
2107	12/19/2006 13:02	12423.33
2108	12/19/2006 13:03	12424.61
2109	12/19/2006 13:05	12422.05
2110	12/19/2006 13:08	12424.45
2111	12/19/2006 13:09	12423.73
2112	12/19/2006 13:11	12420.04
2113	12/19/2006 13:13	12423.01
2114	12/19/2006 13:15	12422.61
2115	12/19/2006 13:16	12421.81
2116	12/19/2006 13:19	12415.16
2117	12/19/2006 13:21	12417
2118	12/19/2006 13:23	12418.04
2119	12/19/2006 13:25	12413.8
2120	12/19/2006 13:27	12415.32
2121	12/19/2006 13:29	12414.92
2122	12/19/2006 13:32	12414.92
2123	12/19/2006 13:33	12416.12
2124	12/19/2006 13:35	12417.96
2125	12/19/2006 13:38	12418.92
2126	12/19/2006 13:39	12419.88
2127	12/19/2006 13:41	12420.61
2128	12/19/2006 13:44	12432.46
2129	12/19/2006 13:46	12436.87
2130	12/19/2006 13:48	12434.63
2131	12/19/2006 13:50	12432.62
2132	12/19/2006 13:51	12431.5
2133	12/19/2006 13:53	12428.38
2134	12/19/2006 13:56	12431.02
2135	12/19/2006 13:57	12429.9
2136	12/19/2006 13:59	12434.71
2137	12/19/2006 14:02	12441.52
2138	12/19/2006 14:04	12442.88
2139	12/19/2006 14:06	12452.25
2140	12/19/2006 14:08	12457.14
2141	12/19/2006 14:10	12454.81
2142	12/19/2006 14:11	12454.81
2143	12/19/2006 14:14	12455.78
2144	12/19/2006 14:15	12459.46
2145	12/19/2006 14:17	12456.18
2146	12/19/2006 14:20	12453.45
2147	12/19/2006 14:21	12450.09
2148	12/19/2006 14:23	12452.09
2149	12/19/2006 14:26	12452.65
2150	12/19/2006 14:27	12455.45
2151	12/19/2006 14:29	12451.37
2152	12/19/2006 14:32	12452.17
2153	12/19/2006 14:33	12454.97
2154	12/19/2006 14:35	12455.05
2155	12/19/2006 14:38	12457.06
2156	12/19/2006 14:39	12454.73
2157	12/19/2006 14:41	12455.21
2158	12/19/2006 14:43	12456.9
2159	12/19/2006 14:45	12454.49
2160	12/19/2006 14:47	12452.49
2161	12/19/2006 14:49	12451.45
2162	12/19/2006 14:51	12454.25
2163	12/19/2006 14:53	12456.9
2164	12/19/2006 14:55	12464.59
2165	12/19/2006 14:57	12463.23
2166	12/19/2006 14:59	12463.23
2167	12/19/2006 15:01	12465.23
2168	12/19/2006 15:03	12470.36
2169	12/19/2006 15:05	12466.35
2170	12/19/2006 15:08	12469.55
2171	12/19/2006 15:09	12477.81
2172	12/19/2006 15:11	12482.61
2173	12/19/2006 15:14	12483.57
2174	12/19/2006 15:15	12480.05
2175	12/19/2006 15:18	12476.6
2176	12/19/2006 15:20	12476.76
2177	12/19/2006 15:22	12478.13
2178	12/19/2006 15:24	12476.6
2179	12/19/2006 15:27	12480.21
2180	12/19/2006 15:28	12480.53
2181	12/19/2006 15:31	12480.21
2182	12/19/2006 15:34	12479.65
2183	12/19/2006 15:35	12474.28
2184	12/19/2006 15:37	12477.57
2185	12/19/2006 15:40	12474.28
2186	12/19/2006 15:42	12474.12
2187	12/19/2006 15:44	12469.71
2188	12/19/2006 15:47	12468.99
2189	12/19/2006 15:48	12469.55
2190	12/19/2006 15:50	12471.96
2191	12/19/2006 15:53	12470.92
2192	12/19/2006 15:55	12470.92
2193	12/19/2006 15:57	12470.92
2194	12/19/2006 16:00	12470.92
2195	12/19/2006 16:01	12472.12
2196	12/19/2006 16:02	12471.24
2197	12/19/2006 16:03	12471.32
2198	12/20/2006 9:30	12472.28
2199	12/20/2006 9:32	12481.81
2200	12/20/2006 9:35	12463.07
2201	12/20/2006 9:36	12459.06
2202	12/20/2006 9:38	12460.26
2203	12/20/2006 9:41	12468.19
2204	12/20/2006 9:41	12468.19
2205	12/20/2006 9:43	12466.43
2206	12/20/2006 9:46	12468.19
2207	12/20/2006 9:47	12467.79
2208	12/20/2006 9:49	12464.75
2209	12/20/2006 9:51	12473.24
2210	12/20/2006 9:52	12473.08
2211	12/20/2006 9:54	12471.24
2212	12/20/2006 9:57	12476.76
2213	12/20/2006 9:58	12476.2
2214	12/20/2006 10:00	12480.69
2215	12/20/2006 10:02	12483.73
2216	12/20/2006 10:04	12486.38
2217	12/20/2006 10:05	12481.49
2218	12/20/2006 10:08	12482.61
2219	12/20/2006 10:08	12479.41
2220	12/20/2006 10:11	12479.73
2221	12/20/2006 10:13	12480.37
2222	12/20/2006 10:14	12478.29
2223	12/20/2006 10:16	12481.49
2224	12/20/2006 10:19	12481.41
2225	12/20/2006 10:20	12482.61
2226	12/20/2006 10:22	12482.45
2227	12/20/2006 10:25	12480.69
2228	12/20/2006 10:26	12480.45
2229	12/20/2006 10:27	12479.01
2230	12/20/2006 10:30	12477.57
2231	12/20/2006 10:31	12487.58
2232	12/20/2006 10:33	12483.81
2233	12/20/2006 10:36	12478.61
2234	12/20/2006 10:37	12477.73
2235	12/20/2006 10:39	12480.37
2236	12/20/2006 10:41	12482.13
2237	12/20/2006 10:43	12484.05
2238	12/20/2006 10:43	12483.49
2239	12/20/2006 10:47	12485.9
2240	12/20/2006 10:49	12486.54
2241	12/20/2006 10:52	12485.26
2242	12/20/2006 10:53	12484.38
2243	12/20/2006 10:55	12485.42
2244	12/20/2006 10:58	12485.82
2245	12/20/2006 10:59	12488.7
2246	12/20/2006 11:01	12490.46
2247	12/20/2006 11:03	12491.18
2248	12/20/2006 11:05	12495.83
2249	12/20/2006 11:06	12496.07
2250	12/20/2006 11:09	12497.43
2251	12/20/2006 11:10	12496.15
2252	12/20/2006 11:12	12495.99
2253	12/20/2006 11:14	12496.63
2254	12/20/2006 11:15	12495.99
2255	12/20/2006 11:17	12495.51
2256	12/20/2006 11:20	12492.23
2257	12/20/2006 11:21	12489.98
2258	12/20/2006 11:23	12490.14
2259	12/20/2006 11:26	12491.26
