i	date	DJIA-MINS
776	12/7/2006 14:31	12282.89
777	12/7/2006 14:32	12283.05
778	12/7/2006 14:34	12282.89
779	12/7/2006 14:37	12284.82
780	12/7/2006 14:39	12286.1
781	12/7/2006 14:41	12283.61
782	12/7/2006 14:44	12286.42
783	12/7/2006 14:45	12289.14
784	12/7/2006 14:47	12294.27
785	12/7/2006 14:50	12291.54
786	12/7/2006 14:51	12291.71
787	12/7/2006 14:53	12284.9
788	12/7/2006 14:56	12285.06
789	12/7/2006 14:57	12287.3
790	12/7/2006 14:59	12281.93
791	12/7/2006 15:02	12275.28
792	12/7/2006 15:04	12272
793	12/7/2006 15:06	12278.65
794	12/7/2006 15:09	12274.56
795	12/7/2006 15:10	12273.52
796	12/7/2006 15:12	12271.28
797	12/7/2006 15:15	12264.95
798	12/7/2006 15:16	12267.67
799	12/7/2006 15:19	12271.52
800	12/7/2006 15:22	12271.92
801	12/7/2006 15:23	12268.63
802	12/7/2006 15:25	12281.69
803	12/7/2006 15:28	12279.53
804	12/7/2006 15:29	12276.56
805	12/7/2006 15:31	12273.44
806	12/7/2006 15:34	12273.52
807	12/7/2006 15:36	12275.44
808	12/7/2006 15:38	12277.69
809	12/7/2006 15:41	12279.45
810	12/7/2006 15:43	12277.45
811	12/7/2006 15:45	12283.05
812	12/7/2006 15:48	12282.81
813	12/7/2006 15:49	12278.73
814	12/7/2006 15:52	12267.35
815	12/7/2006 15:55	12273.36
816	12/7/2006 15:57	12274.08
817	12/7/2006 16:00	12275.52
818	12/7/2006 16:02	12278.41
819	12/8/2006 9:32	12260.62
820	12/8/2006 9:34	12266.87
821	12/8/2006 9:42	12293.95
822	12/8/2006 9:44	12290.34
823	12/8/2006 9:47	12290.18
824	12/8/2006 9:50	12288.66
825	12/8/2006 9:53	12284.82
826	12/8/2006 10:01	12266.23
827	12/8/2006 10:03	12250.45
828	12/8/2006 10:06	12249.49
829	12/8/2006 10:10	12253.89
830	12/8/2006 10:12	12257.98
831	12/8/2006 10:16	12262.38
832	12/8/2006 10:19	12252.37
833	12/8/2006 10:21	12251.17
834	12/8/2006 10:25	12256.06
835	12/8/2006 10:28	12260.3
836	12/8/2006 10:31	12260.7
837	12/8/2006 10:34	12267.35
838	12/8/2006 10:37	12270.48
839	12/8/2006 10:40	12267.43
840	12/8/2006 10:43	12275.52
841	12/8/2006 10:47	12269.67
842	12/8/2006 10:49	12280.89
843	12/8/2006 10:52	12286.9
844	12/8/2006 10:56	12286.42
845	12/8/2006 10:58	12283.53
846	12/8/2006 11:01	12287.62
847	12/8/2006 11:06	12296.27
848	12/8/2006 11:08	12296.51
849	12/8/2006 11:12	12295.07
850	12/8/2006 11:16	12311.49
851	12/8/2006 11:18	12306.45
852	12/8/2006 11:25	12317.1
853	12/8/2006 11:28	12318.3
854	12/8/2006 11:36	12319.18
855	12/8/2006 11:38	12316.78
856	12/8/2006 11:41	12313.58
857	12/8/2006 11:45	12314.38
858	12/8/2006 11:47	12318.06
859	12/8/2006 11:51	12318.54
860	12/8/2006 11:55	12315.5
861	12/8/2006 11:57	12317.42
862	12/8/2006 12:01	12317.98
863	12/8/2006 12:05	12323.51
864	12/8/2006 12:07	12323.19
865	12/8/2006 12:14	12314.94
866	12/8/2006 12:16	12308.21
867	12/8/2006 12:24	12308.85
868	12/8/2006 12:26	12310.37
869	12/8/2006 12:33	12307.89
870	12/8/2006 12:35	12302.76
871	12/8/2006 12:38	12291.95
872	12/8/2006 12:42	12293.63
873	12/8/2006 12:43	12295.07
874	12/8/2006 12:46	12297.71
875	12/8/2006 12:49	12298.19
876	12/8/2006 12:51	12299.64
877	12/8/2006 12:57	12302.04
878	12/8/2006 13:00	12308.77
879	12/8/2006 13:06	12305.48
880	12/8/2006 13:08	12306.13
881	12/8/2006 13:16	12305.4
882	12/8/2006 13:18	12308.53
883	12/8/2006 13:26	12305.72
884	12/8/2006 13:29	12303.64
885	12/8/2006 13:33	12302.84
886	12/8/2006 13:37	12304.52
887	12/8/2006 13:39	12303.32
888	12/8/2006 13:42	12301.16
889	12/8/2006 13:45	12300.12
890	12/8/2006 13:47	12300.6
891	12/8/2006 13:49	12298.11
892	12/8/2006 13:52	12294.67
893	12/8/2006 13:54	12298.92
894	12/8/2006 13:56	12298.59
895	12/8/2006 14:00	12300.12
896	12/8/2006 14:02	12301.88
897	12/8/2006 14:08	12306.61
898	12/8/2006 14:10	12304.04
899	12/8/2006 14:13	12301.4
900	12/8/2006 14:16	12304.36
901	12/8/2006 14:18	12302.44
902	12/8/2006 14:21	12301.4
903	12/8/2006 14:25	12302.6
904	12/8/2006 14:26	12299.8
905	12/8/2006 14:29	12296.75
906	12/8/2006 14:33	12292.51
907	12/8/2006 14:35	12296.43
908	12/8/2006 14:37	12296.19
909	12/8/2006 14:41	12303
910	12/8/2006 14:43	12305.88
911	12/8/2006 14:49	12306.93
912	12/8/2006 14:51	12310.37
913	12/8/2006 14:54	12317.58
914	12/8/2006 14:58	12313.26
915	12/8/2006 15:00	12311.49
916	12/8/2006 15:02	12311.33
917	12/8/2006 15:06	12312.29
918	12/8/2006 15:08	12313.01
919	12/8/2006 15:15	12315.74
920	12/8/2006 15:17	12315.98
921	12/8/2006 15:20	12311.49
922	12/8/2006 15:24	12309.25
923	12/8/2006 15:25	12311.09
924	12/8/2006 15:28	12312.85
925	12/8/2006 15:32	12311.81
926	12/8/2006 15:34	12312.37
927	12/8/2006 15:36	12308.93
928	12/8/2006 15:40	12309.65
929	12/8/2006 15:42	12309.81
930	12/8/2006 15:44	12305.64
931	12/8/2006 15:48	12298.43
932	12/8/2006 15:50	12300.52
933	12/8/2006 15:52	12303.8
934	12/8/2006 15:55	12304.04
935	12/8/2006 15:57	12304.36
936	12/8/2006 16:00	12305.4
937	12/8/2006 16:02	12307.25
938	12/8/2006 16:04	12307.49
939	12/11/2006 9:31	12305.64
940	12/11/2006 9:33	12306.85
941	12/11/2006 9:36	12318.7
942	12/11/2006 9:37	12306.53
943	12/11/2006 9:40	12315.82
944	12/11/2006 9:43	12310.29
945	12/11/2006 9:44	12311.81
946	12/11/2006 9:47	12318.94
947	12/11/2006 9:49	12314.14
948	12/11/2006 9:51	12319.26
949	12/11/2006 9:54	12320.71
950	12/11/2006 9:57	12324.47
951	12/11/2006 9:58	12325.99
952	12/11/2006 10:01	12317.1
953	12/11/2006 10:04	12323.27
954	12/11/2006 10:06	12324.39
955	12/11/2006 10:08	12322.07
956	12/11/2006 10:11	12334.32
957	12/11/2006 10:12	12334.57
958	12/11/2006 10:15	12339.29
959	12/11/2006 10:18	12350.91
960	12/11/2006 10:20	12344.82
961	12/11/2006 10:22	12340.97
962	12/11/2006 10:25	12337.05
963	12/11/2006 10:27	12335.05
964	12/11/2006 10:30	12337.77
965	12/11/2006 10:33	12337.93
966	12/11/2006 10:35	12338.89
967	12/11/2006 10:37	12340.09
968	12/11/2006 10:40	12340.25
969	12/11/2006 10:43	12336.89
970	12/11/2006 10:45	12333.12
971	12/11/2006 10:48	12333.12
972	12/11/2006 10:50	12335.85
973	12/11/2006 10:52	12333.92
974	12/11/2006 10:56	12329.76
975	12/11/2006 10:57	12331.52
976	12/11/2006 11:00	12334.4
977	12/11/2006 11:03	12335.69
978	12/11/2006 11:05	12334.4
979	12/11/2006 11:07	12337.29
980	12/11/2006 11:10	12333.2
981	12/11/2006 11:12	12334.81
982	12/11/2006 11:14	12336.73
983	12/11/2006 11:17	12333.44
984	12/11/2006 11:19	12334.57
985	12/11/2006 11:21	12334.73
986	12/11/2006 11:25	12339.93
987	12/11/2006 11:26	12338.49
988	12/11/2006 11:29	12336.81
989	12/11/2006 11:32	12337.77
990	12/11/2006 11:33	12337.85
991	12/11/2006 11:36	12334.57
992	12/11/2006 11:39	12332.56
993	12/11/2006 11:40	12330.88
994	12/11/2006 11:43	12334.81
995	12/11/2006 11:46	12332.72
996	12/11/2006 11:48	12333.28
997	12/11/2006 11:50	12332.8
998	12/11/2006 11:53	12334.49
999	12/11/2006 11:54	12334.16
1000	12/11/2006 11:57	12334.97
1001	12/11/2006 11:59	12334.97
1002	12/11/2006 12:01	12335.61
1003	12/11/2006 12:03	12331.68
1004	12/11/2006 12:06	12328.4
1005	12/11/2006 12:08	12325.83
1006	12/11/2006 12:10	12323.83
1007	12/11/2006 12:13	12321.99
1008	12/11/2006 12:15	12321.83
1009	12/11/2006 12:17	12318.14
1010	12/11/2006 12:20	12311.81
1011	12/11/2006 12:21	12315.18
1012	12/11/2006 12:23	12316.3
1013	12/11/2006 12:26	12316.3
1014	12/11/2006 12:28	12315.98
1015	12/11/2006 12:30	12319.1
1016	12/11/2006 12:33	12320.71
1017	12/11/2006 12:34	12321.75
1018	12/11/2006 12:37	12319.98
1019	12/11/2006 12:40	12322.07
1020	12/11/2006 12:42	12321.75
1021	12/11/2006 12:44	12321.19
1022	12/11/2006 12:47	12322.15
1023	12/11/2006 12:49	12322.55
1024	12/11/2006 12:51	12323.43
1025	12/11/2006 12:55	12324.15
1026	12/11/2006 12:57	12325.43
1027	12/11/2006 12:59	12323.99
1028	12/11/2006 13:02	12324.07
1029	12/11/2006 13:04	12324.39
1030	12/11/2006 13:06	12325.19
1031	12/11/2006 13:08	12323.27
1032	12/11/2006 13:10	12325.43
1033	12/11/2006 13:12	12325.99
1034	12/11/2006 13:15	12334
1035	12/11/2006 13:17	12333.92
1036	12/11/2006 13:23	12334
1037	12/11/2006 13:25	12336.09
1038	12/11/2006 13:27	12333.36
1039	12/11/2006 13:31	12331.68
1040	12/11/2006 13:32	12329.92
1041	12/11/2006 13:38	12327.76
1042	12/11/2006 13:40	12327.68
1043	12/11/2006 13:47	12326.71
1044	12/11/2006 13:49	12330.96
1045	12/11/2006 13:56	12331.68
1046	12/11/2006 13:58	12330.96
1047	12/11/2006 14:06	12328.96
1048	12/11/2006 14:08	12328.32
1049	12/11/2006 14:16	12328.96
1050	12/11/2006 14:19	12330.88
1051	12/11/2006 14:23	12329.76
1052	12/11/2006 14:28	12328.16
1053	12/11/2006 14:30	12330.48
1054	12/11/2006 14:38	12331.36
1055	12/11/2006 14:40	12330.48
1056	12/11/2006 14:43	12330.88
1057	12/11/2006 14:46	12330
1058	12/11/2006 14:48	12327.52
1059	12/11/2006 14:56	12325.27
1060	12/11/2006 14:58	12323.19
1061	12/11/2006 15:07	12323.67
1062	12/11/2006 15:09	12324.55
1063	12/11/2006 15:17	12324.63
1064	12/11/2006 15:20	12324.63
1065	12/11/2006 15:22	12324.55
1066	12/11/2006 15:27	12320.55
1067	12/11/2006 15:29	12321.59
1068	12/11/2006 15:32	12320.06
1069	12/11/2006 15:36	12318.62
1070	12/11/2006 15:38	12319.1
1071	12/11/2006 15:47	12325.35
1072	12/11/2006 15:50	12325.27
1073	12/11/2006 15:59	12325.43
1074	12/11/2006 16:01	12328.48
1075	12/11/2006 16:01	12328.48
1076	12/12/2006 9:30	12326.63
1077	12/12/2006 9:32	12317.18
1078	12/12/2006 9:34	12318.06
1079	12/12/2006 9:37	12320.95
1080	12/12/2006 9:39	12328.16
1081	12/12/2006 9:41	12323.99
1082	12/12/2006 9:44	12317.58
1083	12/12/2006 9:46	12318.86
1084	12/12/2006 9:48	12315.9
1085	12/12/2006 9:51	12327.19
1086	12/12/2006 9:53	12317.66
1087	12/12/2006 9:55	12313.9
1088	12/12/2006 9:58	12315.1
1089	12/12/2006 9:59	12313.18
1090	12/12/2006 10:02	12312.21
1091	12/12/2006 10:05	12315.9
1092	12/12/2006 10:07	12313.18
1093	12/12/2006 10:09	12315.74
1094	12/12/2006 10:12	12314.78
1095	12/12/2006 10:14	12316.38
1096	12/12/2006 10:16	12315.66
1097	12/12/2006 10:19	12321.75
1098	12/12/2006 10:21	12321.11
1099	12/12/2006 10:23	12317.98
1100	12/12/2006 10:26	12313.9
1101	12/12/2006 10:28	12319.58
1102	12/12/2006 10:31	12320.63
1103	12/12/2006 10:35	12323.59
1104	12/12/2006 10:37	12322.79
1105	12/12/2006 10:40	12318.38
1106	12/12/2006 10:43	12320.39
1107	12/12/2006 10:45	12315.58
1108	12/12/2006 10:48	12315.1
1109	12/12/2006 10:51	12314.86
1110	12/12/2006 10:52	12313.74
1111	12/12/2006 10:55	12313.66
1112	12/12/2006 10:58	12311.73
1113	12/12/2006 11:00	12311.09
1114	12/12/2006 11:02	12310.69
1115	12/12/2006 11:06	12316.14
1116	12/12/2006 11:07	12315.34
1117	12/12/2006 11:10	12315.9
1118	12/12/2006 11:13	12314.46
1119	12/12/2006 11:15	12314.94
1120	12/12/2006 11:17	12316.94
1121	12/12/2006 11:21	12316.86
1122	12/12/2006 11:23	12316.78
1123	12/12/2006 11:25	12318.46
1124	12/12/2006 11:29	12316.06
1125	12/12/2006 11:31	12317.02
1126	12/12/2006 11:34	12313.82
1127	12/12/2006 11:38	12311.09
1128	12/12/2006 11:40	12309.89
1129	12/12/2006 11:42	12303.72
1130	12/12/2006 11:46	12306.61
1131	12/12/2006 11:47	12314.3
1132	12/12/2006 11:50	12311.33
1133	12/12/2006 11:53	12310.45
1134	12/12/2006 11:54	12310.29
1135	12/12/2006 11:57	12304.76
1136	12/12/2006 12:00	12309.01
1137	12/12/2006 12:01	12305.08
1138	12/12/2006 12:04	12303.4
1139	12/12/2006 12:07	12293.95
1140	12/12/2006 12:09	12290.9
1141	12/12/2006 12:11	12271.44
1142	12/12/2006 12:15	12277.93
1143	12/12/2006 12:16	12277.45
1144	12/12/2006 12:19	12275.76
1145	12/12/2006 12:22	12267.75
1146	12/12/2006 12:24	12258.54
1147	12/12/2006 12:26	12265.11
1148	12/12/2006 12:30	12256.7
1149	12/12/2006 12:31	12260.86
1150	12/12/2006 12:33	12269.43
1151	12/12/2006 12:37	12269.75
1152	12/12/2006 12:38	12271.52
1153	12/12/2006 12:40	12273.44
1154	12/12/2006 12:43	12268.95
1155	12/12/2006 12:45	12269.67
1156	12/12/2006 12:47	12269.43
1157	12/12/2006 12:50	12273.6
1158	12/12/2006 12:51	12274.64
1159	12/12/2006 12:53	12275.76
1160	12/12/2006 12:56	12275.68
1161	12/12/2006 12:58	12275.44
1162	12/12/2006 13:00	12277.28
1163	12/12/2006 13:03	12275.04
1164	12/12/2006 13:04	12274.72
1165	12/12/2006 13:06	12276.56
1166	12/12/2006 13:09	12278.25
1167	12/12/2006 13:11	12279.69
1168	12/12/2006 13:13	12279.21
1169	12/12/2006 13:17	12279.93
1170	12/12/2006 13:19	12277.37
1171	12/12/2006 13:21	12278.09
1172	12/12/2006 13:24	12276.56
1173	12/12/2006 13:26	12278.73
1174	12/12/2006 13:28	12279.05
1175	12/12/2006 13:32	12295.71
1176	12/12/2006 13:33	12292.83
1177	12/12/2006 13:35	12291.46
1178	12/12/2006 13:38	12293.15
1179	12/12/2006 13:40	12290.02
1180	12/12/2006 13:42	12290.9
1181	12/12/2006 13:45	12289.3
1182	12/12/2006 13:47	12287.7
1183	12/12/2006 13:49	12285.46
1184	12/12/2006 13:52	12287.54
1185	12/12/2006 13:54	12289.22
1186	12/12/2006 13:56	12290.5
1187	12/12/2006 13:59	12290.66
1188	12/12/2006 14:01	12289.38
1189	12/12/2006 14:03	12289.22
1190	12/12/2006 14:06	12287.78
1191	12/12/2006 14:07	12288.26
1192	12/12/2006 14:10	12289.38
1193	12/12/2006 14:13	12282.25
1194	12/12/2006 14:14	12283.45
1195	12/12/2006 14:17	12286.02
1196	12/12/2006 14:20	12307.89
1197	12/12/2006 14:21	12312.29
1198	12/12/2006 14:23	12318.7
1199	12/12/2006 14:27	12316.06
1200	12/12/2006 14:28	12312.85
1201	12/12/2006 14:31	12320.55
1202	12/12/2006 14:33	12321.91
1203	12/12/2006 14:35	12310.21
1204	12/12/2006 14:37	12290.98
1205	12/12/2006 14:40	12293.79
1206	12/12/2006 14:42	12291.38
1207	12/12/2006 14:44	12294.91
1208	12/12/2006 14:47	12287.22
1209	12/12/2006 14:49	12288.1
1210	12/12/2006 14:51	12302.04
1211	12/12/2006 14:54	12303.8
1212	12/12/2006 14:56	12303.4
1213	12/12/2006 14:58	12313.26
1214	12/12/2006 15:01	12309.33
1215	12/12/2006 15:02	12307.81
1216	12/12/2006 15:05	12320.55
1217	12/12/2006 15:07	12318.7
1218	12/12/2006 15:09	12319.18
1219	12/12/2006 15:11	12320.47
1220	12/12/2006 15:14	12322.63
1221	12/12/2006 15:16	12323.43
1222	12/12/2006 15:18	12314.14
1223	12/12/2006 15:21	12306.53
1224	12/12/2006 15:23	12304.84
1225	12/12/2006 15:25	12312.13
1226	12/12/2006 15:29	12310.85
1227	12/12/2006 15:30	12316.22
1228	12/12/2006 15:33	12308.05
1229	12/12/2006 15:36	12308.61
1230	12/12/2006 15:38	12317.34
1231	12/12/2006 15:41	12312.45
1232	12/12/2006 15:44	12307.81
1233	12/12/2006 15:45	12307.81
1234	12/12/2006 15:48	12311.49
1235	12/12/2006 15:51	12311.81
1236	12/12/2006 15:53	12312.85
1237	12/12/2006 15:55	12312.85
1238	12/12/2006 15:58	12311.49
1239	12/12/2006 15:59	12313.5
1240	12/12/2006 16:01	12315.58
1241	12/12/2006 16:02	12315.66
1242	12/12/2006 16:04	12315.58
1243	12/13/2006 9:30	12331.3
1244	12/13/2006 9:30	12331.3
1245	12/13/2006 9:31	12348.91
1246	12/13/2006 9:31	12348.91
1247	12/13/2006 9:33	12363.01
1248	12/13/2006 9:33	12363.01
1249	12/13/2006 9:37	12356.28
1250	12/13/2006 9:37	12356.28
1251	12/13/2006 9:39	12358.2
1252	12/13/2006 9:39	12358.2
1253	12/13/2006 9:41	12359.8
1254	12/13/2006 9:41	12359.8
1255	12/13/2006 9:54	12357.56
1256	12/13/2006 9:54	12357.56
1257	12/13/2006 9:56	12360.52
1258	12/13/2006 9:56	12360.52
1259	12/13/2006 9:58	12354.43
1260	12/13/2006 9:58	12354.43
1261	12/13/2006 10:01	12353.31
1262	12/13/2006 10:01	12353.31
1263	12/13/2006 10:03	12350.27
1264	12/13/2006 10:03	12350.27
1265	12/13/2006 10:05	12346.26
1266	12/13/2006 10:05	12346.26
1267	12/13/2006 10:08	12341.62
1268	12/13/2006 10:08	12341.62
1269	12/13/2006 10:10	12328.56
1270	12/13/2006 10:10	12328.56
1271	12/13/2006 10:12	12325.43
1272	12/13/2006 10:12	12325.43
1273	12/13/2006 10:15	12328.96
1274	12/13/2006 10:15	12328.96
1275	12/13/2006 10:17	12332.56
1276	12/13/2006 10:17	12332.56
1277	12/13/2006 10:19	12325.91
1278	12/13/2006 10:19	12325.91
1279	12/13/2006 10:22	12324.07
1280	12/13/2006 10:22	12324.07
1281	12/13/2006 10:24	12325.35
1282	12/13/2006 10:24	12325.35
1283	12/13/2006 10:26	12328.56
1284	12/13/2006 10:26	12328.56
1285	12/13/2006 10:29	12330.72
1286	12/13/2006 10:29	12330.72
1287	12/13/2006 10:31	12320.31
1288	12/13/2006 10:31	12320.31
1289	12/13/2006 10:33	12312.05
1290	12/13/2006 10:33	12312.05
1291	12/13/2006 10:36	12314.54
1292	12/13/2006 10:36	12314.54
1293	12/13/2006 10:38	12312.93
1294	12/13/2006 10:38	12312.93
1295	12/13/2006 10:41	12319.9
1296	12/13/2006 10:41	12319.9
1297	12/13/2006 10:44	12315.66
1298	12/13/2006 10:44	12315.66
1299	12/13/2006 10:45	12314.46
1300	12/13/2006 10:45	12314.46
1301	12/13/2006 10:48	12317.42
1302	12/13/2006 10:48	12317.42
1303	12/13/2006 10:51	12321.59
1304	12/13/2006 10:51	12321.59
1305	12/13/2006 10:52	12320.14
1306	12/13/2006 10:52	12320.14
1307	12/13/2006 10:55	12326.95
1308	12/13/2006 10:55	12326.95
1309	12/13/2006 10:57	12332.56
1310	12/13/2006 10:57	12332.56
1311	12/13/2006 10:59	12330.64
1312	12/13/2006 10:59	12330.64
1313	12/13/2006 11:02	12327.03
1314	12/13/2006 11:02	12327.03
1315	12/13/2006 11:04	12328.88
1316	12/13/2006 11:04	12328.88
1317	12/13/2006 11:06	12325.35
1318	12/13/2006 11:06	12325.35
1319	12/13/2006 11:08	12329.68
1320	12/13/2006 11:08	12329.68
1321	12/13/2006 11:11	12328.16
1322	12/13/2006 11:11	12328.16
1323	12/13/2006 11:13	12323.99
1324	12/13/2006 11:13	12323.99
1325	12/13/2006 11:15	12325.91
1326	12/13/2006 11:15	12325.91
1327	12/13/2006 11:18	12325.43
1328	12/13/2006 11:18	12325.43
1329	12/13/2006 11:19	12326.47
1330	12/13/2006 11:19	12326.47
1331	12/13/2006 11:22	12325.19
1332	12/13/2006 11:22	12325.19
1333	12/13/2006 11:25	12326.55
1334	12/13/2006 11:25	12326.55
1335	12/13/2006 11:26	12329.52
1336	12/13/2006 11:26	12329.52
1337	12/13/2006 11:29	12331.76
1338	12/13/2006 11:29	12331.76
1339	12/13/2006 11:31	12334.49
1340	12/13/2006 11:31	12334.49
1341	12/13/2006 11:33	12328.48
1342	12/13/2006 11:33	12328.48
1343	12/13/2006 11:35	12328
1344	12/13/2006 11:35	12328
1345	12/13/2006 11:38	12328.4
1346	12/13/2006 11:38	12328.4
1347	12/13/2006 11:39	12326.87
1348	12/13/2006 11:39	12326.87
1349	12/13/2006 11:41	12327.6
1350	12/13/2006 11:41	12327.6
1351	12/13/2006 11:44	12326.63
1352	12/13/2006 11:44	12326.63
1353	12/13/2006 11:45	12331.68
1354	12/13/2006 11:45	12331.68
1355	12/13/2006 11:48	12332.4
1356	12/13/2006 11:48	12332.4
1357	12/13/2006 11:51	12331.52
1358	12/13/2006 11:51	12331.52
1359	12/13/2006 11:52	12330.96
1360	12/13/2006 11:52	12330.96
1361	12/13/2006 11:54	12329.6
1362	12/13/2006 11:54	12329.6
1363	12/13/2006 11:57	12332.24
1364	12/13/2006 11:57	12332.24
1365	12/13/2006 11:59	12333.68
1366	12/13/2006 11:59	12333.68
1367	12/13/2006 12:02	12332.72
1368	12/13/2006 12:02	12332.72
1369	12/13/2006 12:05	12327.11
1370	12/13/2006 12:05	12327.11
1371	12/13/2006 12:06	12325.27
1372	12/13/2006 12:06	12325.27
1373	12/13/2006 12:09	12323.67
1374	12/13/2006 12:09	12323.67
1375	12/13/2006 12:11	12320.71
1376	12/13/2006 12:11	12320.71
1377	12/13/2006 12:13	12317.02
1378	12/13/2006 12:13	12317.02
1379	12/13/2006 12:16	12320.39
1380	12/13/2006 12:16	12320.39
1381	12/13/2006 12:19	12320.63
1382	12/13/2006 12:19	12320.63
1383	12/13/2006 12:20	12321.83
1384	12/13/2006 12:20	12321.83
1385	12/13/2006 12:22	12322.23
1386	12/13/2006 12:22	12322.23
1387	12/13/2006 12:25	12318.38
1388	12/13/2006 12:25	12318.38
1389	12/13/2006 12:27	12318.54
1390	12/13/2006 12:27	12318.54
1391	12/13/2006 12:29	12319.26
1392	12/13/2006 12:29	12319.26
1393	12/13/2006 12:32	12320.71
1394	12/13/2006 12:32	12320.71
1395	12/13/2006 12:33	12319.18
1396	12/13/2006 12:33	12319.18
1397	12/13/2006 12:36	12319.34
1398	12/13/2006 12:39	12318.06
1399	12/13/2006 12:40	12318.38
1400	12/13/2006 12:42	12315.18
1401	12/13/2006 12:45	12317.42
1402	12/13/2006 12:47	12317.42
1403	12/13/2006 12:49	12317.9
1404	12/13/2006 12:52	12318.3
1405	12/13/2006 12:54	12320.47
1406	12/13/2006 12:56	12322.63
1407	12/13/2006 12:59	12324.55
1408	12/13/2006 13:01	12324.71
1409	12/13/2006 13:03	12323.51
1410	12/13/2006 13:06	12324.55
1411	12/13/2006 13:08	12326.15
1412	12/13/2006 13:10	12326.87
1413	12/13/2006 13:13	12323.51
1414	12/13/2006 13:15	12321.27
1415	12/13/2006 13:17	12319.74
1416	12/13/2006 13:20	12322.79
1417	12/13/2006 13:22	12319.82
1418	12/13/2006 13:25	12318.94
1419	12/13/2006 13:29	12319.74
1420	12/13/2006 13:30	12319.34
1421	12/13/2006 13:33	12314.14
1422	12/13/2006 13:37	12308.29
1423	12/13/2006 13:39	12306.37
1424	12/13/2006 13:42	12307.33
1425	12/13/2006 13:45	12310.13
1426	12/13/2006 13:47	12307.89
1427	12/13/2006 13:49	12309.09
1428	12/13/2006 13:52	12307.25
1429	12/13/2006 13:54	12311.81
1430	12/13/2006 13:56	12308.77
1431	12/13/2006 13:59	12312.77
1432	12/13/2006 14:01	12318.06
1433	12/13/2006 14:03	12320.95
1434	12/13/2006 14:06	12317.9
1435	12/13/2006 14:08	12318.06
1436	12/13/2006 14:10	12321.83
1437	12/13/2006 14:13	12319.18
1438	12/13/2006 14:14	12319.74
1439	12/13/2006 14:16	12318.46
1440	12/13/2006 14:19	12316.14
1441	12/13/2006 14:21	12316.06
1442	12/13/2006 14:23	12317.02
1443	12/13/2006 14:26	12313.26
1444	12/13/2006 14:27	12313.18
1445	12/13/2006 14:30	12314.62
1446	12/13/2006 14:32	12310.53
1447	12/13/2006 14:34	12312.85
1448	12/13/2006 14:36	12312.37
1449	12/13/2006 14:39	12313.74
1450	12/13/2006 14:41	12308.77
1451	12/13/2006 14:43	12315.74
1452	12/13/2006 14:46	12313.58
1453	12/13/2006 14:47	12312.85
1454	12/13/2006 14:49	12312.13
1455	12/13/2006 14:53	12310.93
1456	12/13/2006 14:54	12311.33
1457	12/13/2006 14:56	12313.1
1458	12/13/2006 14:59	12307.17
1459	12/13/2006 15:01	12307.33
1460	12/13/2006 15:03	12310.77
1461	12/13/2006 15:06	12313.1
1462	12/13/2006 15:07	12315.18
1463	12/13/2006 15:09	12316.3
1464	12/13/2006 15:12	12313.66
1465	12/13/2006 15:14	12312.93
1466	12/13/2006 15:16	12311.89
1467	12/13/2006 15:19	12311.25
1468	12/13/2006 15:21	12310.37
1469	12/13/2006 15:23	12315.42
1470	12/13/2006 15:26	12310.37
1471	12/13/2006 15:27	12311.97
1472	12/13/2006 15:30	12314.3
1473	12/13/2006 15:33	12317.26
1474	12/13/2006 15:35	12318.7
1475	12/13/2006 15:37	12322.07
1476	12/13/2006 15:40	12320.63
1477	12/13/2006 15:42	12320.14
1478	12/13/2006 15:44	12322.95
1479	12/13/2006 15:47	12322.79
1480	12/13/2006 15:49	12320.79
1481	12/13/2006 15:51	12319.58
1482	12/13/2006 15:54	12325.43
1483	12/13/2006 15:56	12322.87
1484	12/13/2006 15:58	12322.23
1485	12/13/2006 16:01	12318.22
1486	12/13/2006 16:02	12317.5
1487	12/14/2006 9:30	12314.3
1488	12/14/2006 9:32	12319.74
1489	12/14/2006 9:38	12319.02
1490	12/14/2006 9:40	12329.68
1491	12/14/2006 9:42	12333.04
1492	12/14/2006 9:45	12332.48
1493	12/14/2006 9:47	12334
1494	12/14/2006 9:50	12336.17
1495	12/14/2006 9:53	12348.75
1496	12/14/2006 9:55	12348.99
1497	12/14/2006 9:57	12370.46
1498	12/14/2006 10:00	12377.18
1499	12/14/2006 10:02	12370.54
1500	12/14/2006 10:09	12387.68
1501	12/14/2006 10:11	12390.72
1502	12/14/2006 10:18	12385.2
1503	12/14/2006 10:20	12381.99
1504	12/14/2006 10:22	12378.95
1505	12/14/2006 10:26	12374.94
1506	12/14/2006 10:28	12377.51
1507	12/14/2006 10:31	12374.7
1508	12/14/2006 10:34	12372.94
1509	12/14/2006 10:36	12376.22
1510	12/14/2006 10:39	12391.12
1511	12/14/2006 10:42	12383.19
1512	12/14/2006 10:44	12381.03
1513	12/14/2006 10:46	12381.43
1514	12/14/2006 10:50	12382.71
1515	12/14/2006 10:51	12380.39
1516	12/14/2006 10:54	12379.75
1517	12/14/2006 10:57	12383.91
1518	12/14/2006 10:59	12382.15
1519	12/14/2006 11:01	12378.23
1520	12/14/2006 11:05	12387.12
1521	12/14/2006 11:06	12386.48
1522	12/14/2006 11:09	12385.68
1523	12/14/2006 11:12	12384.8
